Name,RMM,pKa_donor,pKa_acceptor,fu,log10(human inferred CLh_int [L/s]),logD74
mol331,1.98E+02,12.12350132,4.1414412,0.21905309,-2.128294699,-0.98459803
mol332,3.13E+02,8.710377155,0.314358017,0.074483786,-1.65195804,-0.422819176
mol333,4.53E+02,2.603276054,5.842137731,0.086653613,-0.818464991,-2.206549317
mol334,3.59E+02,2.452665151,7.837504143,0.826146608,2.956353073,-0.483243701
mol335,3.18E+02,10.75042143,7.663257392,0.01020919,-2.295133398,1.523411542
mol336,3.66E+02,13.68313832,10.11381453,0.00510166,-0.66334996,4.387409294
mol337,5.13E+02,2.1574086,9.476272201,0.346488889,-2.534868136,-0.89268447
mol338,1.39E+02,7.421378028,6.145581134,0.168824711,-0.897435379,-1.902038783
mol339,3.47E+02,13.62340112,10.66429592,0.079027151,2.89562727,5.424232589
mol340,1.54E+02,12.07837487,10.46561514,0.239632169,-1.115213012,1.969387817
mol341,3.90E+02,2.587127165,0.495783752,0.565214611,0.21007801,1.240421226
mol342,1.48E+02,0.859697499,1.128370735,0.734947467,-2.134317528,-0.442147976
mol343,3.96E+02,10.49870773,8.683528998,0.004025013,-0.380352188,6.272163332
mol344,4.97E+02,11.17433249,1.123151463,0.192118139,-1.484364853,4.443639631
mol345,4.12E+02,13.65625489,11.12261254,0.642466817,-2.14034921,-0.53219715
mol346,3.96E+02,1.46650314,10.19004822,0.712320611,-1.913859512,0.67709034
mol347,3.81E+02,12.5395595,8.366582014,0.49317382,-1.771545893,1.494004385
mol348,4.30E+02,8.176170589,8.789992393,0.145146914,-0.489303157,0.676283547
mol349,3.48E+02,13.73306187,9.304569457,0.482104736,2.283397973,5.227018382
mol350,2.80E+02,12.52316289,6.967384286,0.071327495,-0.634061633,2.556286443
mol351,2.71E+02,13.19455864,12.29997521,0.40298159,-0.754246044,2.846476513
mol352,2.86E+02,11.35689501,1.548194875,0.775883889,-2.339990478,-0.667006025
mol353,2.18E+02,1.510349656,0.385881086,0.189206556,-1.940479599,-1.869105942
mol354,5.25E+02,13.13085048,9.16571486,0.548875608,-1.397087725,1.03817486
mol355,6.93E+02,3.561720615,0.4184541,0.086922199,-2.495812002,1.004643648
mol356,2.88E+02,13.29321359,1.959265606,0.18459891,-2.291827562,3.42564158
mol357,6.04E+02,8.04217347,3.487730365,0.015621142,-1.191490605,3.009844457
mol358,3.90E+02,7.113374874,9.876279345,0.069976168,-0.762558496,0.264441172
mol359,3.42E+02,13.95586918,10.00951094,0.019244431,-1.334987158,5.321882206
mol360,2.98E+02,8.240587768,5.976328495,0.135924752,-0.996777656,1.43150534
mol361,2.26E+02,9.865906709,1.914504145,0.105939016,-2.529740042,-0.11801697
mol362,2.57E+02,12.46015061,0.052470141,0.590026329,-3.340311061,6.43E-04
mol363,5.10E+02,12.77250031,6.895849307,0.017109795,2.865217468,5.956162085
mol364,4.45E+02,13.16008532,8.251166563,0.135686005,-0.427285801,2.729479462
mol365,4.07E+02,12.90971875,8.522951569,0.892076368,-0.3776978,3.214207021
mol366,4.80E+02,13.16912403,2.678149202,0.549942338,-0.276078622,3.513932681
mol367,7.91E+02,10.76022381,10.69697152,0.416030449,2.386963202,0.460719121
mol368,1.81E+02,0.500029723,11.80605064,0.806871012,-1.007308617,-0.630758988
mol369,3.02E+02,13.65683338,1.326985065,0.037030737,-2.114672345,2.220569011
mol370,3.42E+02,13.93765347,6.155295581,0.12765014,-1.992007873,2.801462441
mol371,6.08E+02,7.089666391,9.2634657,0.014931374,0.24601395,2.251726258
mol372,1.66E+02,1.809675335,0.928639517,0.631538352,-1.778533985,-1.478260173
mol373,4.73E+02,12.39849581,7.825086197,0.162941121,-2.802007618,0.068378915
mol374,1.28E+02,13.32178704,9.989773093,0.901271243,2.687957936,-0.104956198
mol375,3.09E+02,13.54469322,2.011915355,0.931592505,2.972905031,1.13504104
mol376,2.59E+02,11.36782221,8.558949117,0.623284232,-1.931338579,0.53261462
mol377,8.25E+02,10.23201167,1.641554979,0.157409491,-1.581086094,3.504888717
mol378,2.79E+02,8.801431198,9.180946701,0.094470695,-1.864183952,-1.60958002
mol379,1.89E+02,13.55657549,0.425939054,0.828125582,0.223534851,1.690152927
mol380,2.94E+02,13.08428746,8.934100756,0.657879891,-1.776177358,0.226309149
mol381,1.98E+02,12.79557447,1.032524654,0.510772509,2.519405732,-0.440897525
mol382,3.81E+02,7.636030812,9.92117717,0.03336832,-2.331464203,-0.841233375
mol383,1.41E+02,2.218573782,7.230441807,0.977097751,-1.972912289,-2.501263173
mol384,7.83E+02,9.790676986,1.534068284,0.063373867,-0.940614071,1.618823436
mol385,3.41E+02,12.22061398,1.754075595,0.193258013,-0.453913431,1.816628114
mol386,3.44E+02,12.82629195,1.567543033,0.558539445,-1.739067296,-2.712523919
mol387,3.96E+02,1.170020227,4.60200456,0.164247957,-1.401107254,-0.884592991
mol388,5.12E+02,12.31140134,2.717674938,0.879924528,1.499989462,1.585005366
mol389,3.55E+02,0.16229224,5.18365957,0.936593839,2.869746398,-2.35563363
mol390,4.15E+02,13.33018217,9.402053996,0.910680905,-2.328717169,-0.05722199
mol391,2.02E+02,12.09519859,6.428836261,0.065729767,1.181905619,-0.826760581
mol392,2.12E+02,13.23174764,10.63015619,0.528724495,-0.363564721,3.484534244
mol393,4.37E+02,6.121346141,2.106248424,0.996274053,-2.29977378,-0.23002347
mol394,4.04E+02,12.89175743,7.903240047,0.012574587,-0.830587698,2.487690382
mol395,2.43E+02,2.69938322,4.036908569,0.472619943,-2.609707733,-0.629561108
mol396,2.93E+02,6.423148931,4.452124329,0.022684353,-0.361831271,1.986658538
mol397,3.03E+02,8.786990226,1.219611733,0.966497266,-0.564249271,-1.799100406
mol398,2.75E+02,10.48203244,2.916599565,0.106320237,-0.969740685,0.349932319
mol399,5.31E+02,13.33213596,8.038885708,0.004071306,-0.441757871,3.939835384
mol400,3.90E+02,13.1874879,6.582385765,0.057243077,1.020229027,2.326894648
mol401,1.63E+03,9.467434948,3.274914072,0.020966697,-1.173706222,5.151195904
mol402,2.62E+02,1.535937172,0.334545304,0.055047798,-2.15509188,1.695289986
mol403,1.27E+02,7.233821094,0.586979672,0.763518344,-0.012078566,0.313152066
mol404,4.06E+02,12.28017716,10.417257,0.002410709,-2.089420068,0.794325351
mol405,4.56E+02,12.97198995,10.33110456,0.184183856,-1.506431268,-0.876077446
mol406,3.85E+02,10.78969004,11.74404232,0.283296887,-2.262864997,3.570793233
mol407,1.97E+02,6.218533189,0.723326208,0.034195896,-1.408434988,0.286403366
mol408,2.37E+02,12.13729079,2.418675044,0.820017546,-2.246022798,-0.449127584
mol409,3.31E+02,11.8388886,7.479700294,0.047637257,-1.799553352,3.451326775
mol410,4.08E+02,7.024179883,0.247469196,0.739271332,-1.983336935,0.584696824
mol411,4.70E+02,5.535194204,1.183754931,0.172416592,-1.331744548,1.073744425
mol412,1.42E+03,0.649834614,6.075285638,0.02938556,0.486519788,-0.037953105
mol413,3.72E+02,3.712389451,11.22614346,0.614175648,-1.145309302,-1.852138835
mol414,2.03E+02,9.328687294,0.855489862,0.91428554,-2.708172922,-2.457690371
mol415,5.00E+02,11.04442222,1.81437306,0.050367668,-1.65432966,0.1454633
mol416,4.87E+02,13.59050039,0.732277558,0.033831875,-0.734385721,0.354304238
mol417,5.00E+02,0.585823746,2.543510095,0.146087894,-2.674324548,0.191514248
mol418,5.10E+02,13.28152944,1.156693244,0.73463607,-0.186463657,3.180221405
mol419,2.77E+02,12.05635143,0.375294563,0.849717871,-1.801861748,0.248857116
mol420,3.52E+02,0.128218905,7.89669525,0.868000339,-2.14319987,-2.508850732
mol421,2.89E+02,12.79586074,6.584658762,0.971595518,-1.447443214,-0.464615165
mol422,2.59E+02,13.40342106,1.443043018,0.914102566,-1.063355595,0.905161592
mol423,5.39E+02,13.37780488,8.458147633,0.531855982,-0.700595761,1.735551937
mol424,1.37E+03,6.597923148,8.366182598,0.050394067,-0.546532756,6.171314529
mol425,1.83E+02,13.87942616,10.13187288,0.452333753,-0.058591254,-0.191271201
mol426,4.35E+02,7.486036833,9.206536068,0.010073875,0.827147333,-0.368538835
mol427,4.74E+02,12.07695016,8.880862419,0.178557888,-2.323166836,4.479356674
mol428,1.26E+02,13.27139412,1.413069614,0.956605906,-2.482192647,0.021651373
mol429,4.03E+02,12.44747738,1.008019845,0.026624609,-2.123652459,4.186755612
mol430,5.10E+02,9.974588085,9.283808689,0.130308313,2.895616481,4.103493494
mol431,3.33E+02,2.852934678,1.348929934,0.981423959,-1.529342127,-1.676265992
mol432,8.06E+02,13.03628936,8.20248134,0.240813038,2.123035384,4.319054052
mol433,4.78E+02,11.31715067,10.17175458,0.733479477,-1.190277514,0.227480286
mol434,3.81E+02,13.38461243,7.166364173,0.039344036,-2.415280645,2.934606785
mol435,5.93E+02,0.014945139,0.549249533,0.114465946,-2.654806934,-0.604943417
mol436,4.28E+02,12.59886087,0.228640723,0.783028772,-1.368019588,1.882254556
mol437,3.10E+02,12.99218175,7.752561757,0.399062254,-0.954635428,2.404686414
mol438,3.87E+02,9.590483032,7.667450667,0.962089571,-3.203853539,-0.637061872
mol439,4.55E+02,13.18424287,11.46679256,0.222653115,-1.473067255,2.522174729
mol440,4.83E+02,7.650639456,12.19311766,0.750128001,2.283072243,-0.488655669
mol441,3.70E+02,5.337888603,1.24306864,0.951277201,-1.096757891,-2.356480741
mol442,3.61E+02,10.28740803,2.98120804,0.254263006,-1.164393865,-0.567227142
mol443,4.64E+02,9.106304781,1.757695461,0.034446654,-0.868950925,2.887917673
mol444,2.89E+02,5.249984493,1.073977054,0.069324106,-0.97833513,1.010854654
mol445,6.09E+02,13.67063297,9.881839573,0.069659738,-0.149086582,4.696926458
mol446,1.80E+02,13.22406469,0.778825421,0.542997136,-1.320484398,-1.725198298
mol447,3.36E+02,13.96359687,7.769459293,0.600038694,1.163919097,2.11409614
mol448,3.35E+02,12.8134501,10.1396038,0.096602639,-1.633697473,0.962030066
mol449,2.46E+02,12.43959416,0.754188117,0.044241252,-3.846629175,2.385020222
mol450,3.81E+02,12.20385165,7.026705224,0.133240832,-1.088159361,1.935583256
mol451,4.63E+02,0.54547591,0.611018374,0.022786299,2.625595468,2.520892011
mol452,3.85E+02,10.17355883,3.156836636,0.483313581,-1.382071932,0.467819747
mol453,1.15E+02,9.688333749,2.635315972,0.080904126,2.297075975,0.828440615
mol454,3.06E+02,10.45162938,11.20327011,0.808313447,-1.083437437,-1.169657543
mol455,5.07E+02,2.525221801,7.117953801,0.762780141,-2.71890927,-1.301197385
mol456,4.69E+02,13.25876374,7.024582181,0.672317495,-1.517564489,2.583227907
mol457,2.23E+02,13.05287191,6.492589182,0.098443467,-0.749531441,1.887916177
mol458,2.85E+02,4.484521054,1.404856847,0.426962214,-0.241687109,-0.159698206
mol459,4.76E+02,12.66746502,7.288675713,0.103438439,2.851299771,3.973809019
mol460,2.34E+02,12.72829465,9.62422804,0.908559495,1.211757824,-0.509416429
mol461,5.20E+02,6.901556422,7.014057634,0.769577234,-2.752357556,-1.397568938
mol462,2.29E+02,5.299957949,0.385465084,0.801536351,-1.950491941,0.485838239
mol463,3.15E+02,3.899130391,0.088534153,0.963436215,-0.385776752,-2.667515514
mol464,5.76E+02,6.5633639,5.373267449,0.002075433,-0.515070578,8.437155682
mol465,3.43E+02,11.17552404,3.422126627,0.715876356,-3.168201959,2.637025373
mol466,3.26E+02,11.39144048,5.778982547,0.066220315,-2.477382672,0.82396347
mol467,2.60E+02,13.07581275,8.156123116,0.02155443,-0.970893715,0.976175221
mol468,2.26E+02,2.397022546,0.28876027,0.226555463,-1.37909327,0.516117221
mol469,4.32E+02,13.81244166,11.26295468,0.375626403,0.246495035,2.78663812
mol470,3.14E+02,2.864942699,4.224969091,0.692384976,-1.688118353,-0.559102563
mol471,1.86E+03,13.19650625,9.129049428,0.030410245,-1.882204075,3.546907984
mol472,5.02E+02,0.530085357,9.09252675,0.412412296,-1.023675289,0.263784637
mol473,1.22E+03,8.361248122,0.512816933,0.025935165,-1.105798586,4.297448098
mol474,2.00E+02,9.168882882,0.690322242,0.063264997,-2.926952422,-0.402386871
mol475,1.72E+02,12.08695561,8.832050897,0.202942467,-2.605802527,1.642421301
mol476,7.30E+02,1.490509662,0.490635912,0.104322672,-1.286735226,2.46351534
mol477,2.57E+02,6.221162361,8.81254301,0.082779741,-2.442444595,-1.482190032
mol478,1.90E+02,11.24443181,8.487111849,0.451377144,-0.270463064,-2.536683242
mol479,3.41E+02,11.98801139,4.959065952,0.9097103,-2.528262017,-1.290834088
mol480,4.87E+02,2.80200645,1.194319597,0.022825679,0.391386483,1.921445361
mol481,3.30E+02,13.13509312,8.504346319,0.292864853,2.556843693,0.396812661
mol482,9.73E+02,11.82339282,1.161998797,0.026000929,-0.182223165,4.414804699
mol483,6.90E+02,13.82825967,8.813771473,0.084270337,-0.262541135,4.148190591
mol484,3.48E+02,4.92876111,8.089340422,0.320198942,-0.887318398,-0.826493998
mol485,1.10E+03,9.379727994,1.141083185,0.212461228,0.059759383,1.771438125
mol486,3.97E+02,3.650137181,3.76976156,0.098853026,-1.363161158,-0.422454865
mol487,3.36E+02,6.959234942,6.535728897,0.350484861,-1.105253354,3.119693841
mol488,3.19E+02,13.3615316,10.9125226,0.492164301,-1.09136234,1.619250403
mol489,2.70E+02,12.31543542,0.063789933,0.035878789,2.598229545,3.209105107
mol490,1.70E+03,12.85697282,7.281253109,0.199058084,0.285731638,1.692027728
mol491,2.23E+02,8.410536244,3.180788073,0.688166704,-1.474985892,2.603284456
mol492,6.37E+02,2.626888939,7.479836245,0.084474065,-2.40601825,1.032294274
mol493,2.08E+02,2.773157979,8.893175858,0.396998402,-1.799915101,-2.737476994
mol494,4.47E+02,9.582005748,7.628983802,0.101261968,-1.187366692,0.586491327
mol495,6.50E+02,10.40383852,0.290319506,0.30383341,-2.303784158,-1.817197919
mol496,3.16E+02,11.76401562,0.632388509,0.481908274,-0.719329977,0.629608627
mol497,3.11E+02,13.80513769,3.65794129,0.877634035,-1.187039099,2.22245668
mol498,3.18E+02,13.2915871,6.026202459,0.759112097,-1.391991612,1.522237299
mol499,4.13E+02,13.8523933,8.934142364,0.347308075,0.993803599,4.513658268
mol500,3.82E+02,4.035315228,0.162254272,0.63638207,-1.456723538,2.375623844
mol501,4.10E+02,11.85809213,1.608853734,0.276815901,-0.390998595,-0.441063959
mol502,3.86E+02,1.096923724,10.6058158,0.034787576,-1.962347353,0.216677106
mol503,3.99E+02,13.76507867,8.799835718,0.242784275,-1.313868668,2.696440838
mol504,3.52E+02,12.21597253,5.545697275,0.046167716,-2.379728588,3.735515685
mol505,2.45E+02,10.00694275,7.318119181,0.943661727,-1.574565609,-1.531650983
mol506,4.64E+02,3.302655378,1.178432844,0.381644171,-0.342744019,-1.216855241
mol507,4.15E+02,13.11368451,1.843949218,0.054521649,2.028144694,2.887837552
mol508,2.16E+02,13.11547134,6.605082728,0.07001102,0.363301742,5.195332417
mol509,3.84E+02,4.068630151,3.140877883,0.773955679,-2.477050604,-1.310439645
mol510,7.52E+02,12.33873916,9.518927519,0.115489212,-2.202868532,3.246656146
mol511,2.10E+02,2.992049328,2.163009632,0.168117971,-1.858113763,-0.477018206
mol512,5.76E+02,3.668262913,9.428251406,0.118420825,2.845985232,0.204640925
mol513,6.89E+02,12.7029067,2.398798914,0.095101798,-1.596525,0.880696112
mol514,4.08E+02,6.490919907,0.183342401,0.473485397,-2.702185346,-0.994317647
mol515,2.66E+02,8.473316113,8.897532348,0.35540425,-0.577900549,0.582046339
mol516,2.28E+02,11.17017663,2.086631706,0.064515176,2.799052916,-0.669571078
mol517,6.34E+02,8.294690998,6.289248952,0.053936049,-1.333219603,2.771675958
mol518,2.47E+02,7.063633239,10.67021563,0.97196683,-2.609317534,-1.933641071
mol519,3.53E+02,12.63699279,8.503578906,0.899994082,0.676602014,-1.011238274
mol520,3.21E+02,2.926332552,9.985199981,0.507105407,1.281364314,0.468804206
mol521,2.14E+02,12.42673961,0.400233765,0.8602608,-0.849731432,0.242173065
mol522,2.95E+02,13.96794502,1.899719058,0.198323888,-0.500689301,-0.110493181
mol523,1.74E+02,12.01026424,6.638863413,0.979999071,-3.005439031,-2.470306809
mol524,8.28E+02,9.338706332,0.400951597,0.067171024,-2.436808947,3.020099513
mol525,2.45E+02,7.110354727,0.822303986,0.941476632,-2.265488454,-0.368750343
mol526,5.25E+02,13.50587786,6.839542465,0.034926807,-1.112247143,1.536414764
mol527,8.66E+02,13.15584996,3.839481862,0.297874646,2.713951387,4.99075501
mol528,2.81E+02,9.704202629,2.466942452,0.233540089,-0.288434199,-0.09147719
mol529,3.75E+02,13.58053048,8.953747537,0.010805655,-0.082496773,2.496868566
mol530,3.87E+02,4.500296122,10.09118651,0.780154107,-2.314560434,-2.015165437
mol531,1.42E+02,5.528622511,6.787405769,0.791370537,-0.994689893,0.557377353
mol532,2.45E+02,13.48222582,3.377174385,0.746957482,1.982813609,1.582558887
mol533,4.05E+02,11.91307708,8.595752665,0.053292425,2.972704208,2.676976935
mol534,2.98E+02,4.255308223,9.108118812,0.127463628,-2.149033198,-0.691750473
mol535,4.62E+02,12.45126953,7.245594691,0.001180808,0.192280313,4.901483627
mol536,5.13E+02,10.47006772,6.713149731,0.648031061,-1.36094604,1.547177669
mol537,2.26E+02,3.523010928,6.831007281,0.500874105,-0.912285591,-1.735400262
mol538,1.88E+02,5.309264704,0.439848828,0.138435908,-0.652126168,-2.037992086
mol539,5.41E+02,4.880206892,0.672835593,0.214947999,-1.229861158,1.658604386
mol540,1.89E+03,3.352407609,7.569025102,0.521377798,-1.658513917,1.807160809
mol541,5.44E+02,4.20152171,7.88325391,0.070304908,-0.724647469,2.339862701
mol542,2.16E+02,5.843786544,0.767652112,0.903407526,-1.52507658,0.543220001
mol543,3.21E+02,11.15258351,8.155080054,0.339629835,-2.400944786,2.136250007
mol544,5.02E+02,3.189251948,3.253393363,0.903674555,-1.285380616,-2.724642703
mol545,2.99E+02,11.29526728,6.299928506,0.685785785,-3.112827679,2.694315523
mol546,3.91E+02,11.57261417,11.51051174,0.06551261,0.172184077,2.161853764
mol547,4.34E+02,1.853587793,2.92806503,0.993159209,-0.650887435,0.68707319
mol548,1.80E+02,13.28252104,12.47461768,0.966068162,-0.922249935,-0.492895556
mol549,3.45E+02,13.89942159,9.22523254,0.357602549,-1.990026635,1.484304939
mol550,3.86E+02,12.78893273,0.500724329,0.937396017,1.137612205,3.43673021
mol551,3.49E+02,2.495343712,0.211955394,0.108170329,-1.605528261,1.478439868
mol552,4.71E+02,0.550824209,1.916061993,0.106036384,-2.906714889,-0.58452926
mol553,7.77E+02,0.832190792,9.392417968,0.066604517,-2.552245635,-2.389893671
mol554,2.57E+02,11.14464871,7.988672535,0.485658184,-2.125861178,-2.195793491
mol555,3.65E+02,12.70334354,7.899596916,0.095693665,0.667472468,-1.469147404
mol556,3.91E+02,0.943830462,4.614073565,0.412211561,0.169126169,2.033519425
mol557,7.90E+02,13.59925156,7.925758734,0.006967427,2.479747223,5.64273673
mol558,4.71E+02,9.645810686,0.750655477,0.008624589,-1.38265729,-0.87214727
mol559,3.17E+02,10.4999798,1.503763221,0.70465381,-1.733844975,1.695178157
mol560,2.75E+02,9.410871717,7.503494281,0.998795389,-2.710617955,-2.545360458
mol561,5.54E+02,2.159096663,0.508060767,0.889477889,-2.651448221,-1.485468994
mol562,1.89E+03,3.770636193,11.4611069,0.16444504,-1.617062132,1.447746867
mol563,4.13E+02,12.70752792,9.097218984,0.777052987,-2.017104463,-2.665843811
mol564,7.93E+02,8.45192285,0.380688303,0.640510604,-1.597681754,0.38045911
mol565,3.06E+02,11.09875648,5.894409945,0.105201419,-2.951798002,0.104693161
mol566,3.83E+02,11.60430523,4.015175285,0.530721554,-1.196304704,-0.360211058
mol567,3.75E+02,12.3949869,7.193971009,0.900014433,-2.520131004,-0.565062255
mol568,7.48E+02,7.660929249,7.674767364,0.767491585,-1.028086415,-0.455193769
mol569,1.91E+02,10.62275802,11.17692755,0.834076902,-1.992090706,1.083881784
mol570,5.94E+02,11.47036954,2.571355028,0.160606738,-2.389681114,-1.765131981
mol571,3.86E+02,12.91862248,9.993870962,0.030974571,1.596458334,3.11826074
mol572,2.89E+02,1.630886063,0.596310034,0.920579299,-1.962415544,1.449700632
mol573,5.02E+02,12.41112947,0.993006259,0.192499154,-0.466555131,0.946247565
mol574,4.07E+02,12.05036179,7.466921377,7.34E-04,-0.981237399,2.770071234
mol575,3.83E+02,12.70120044,6.306593723,0.013114387,2.041317004,3.028983773
mol576,4.05E+02,0.05834379,2.751215752,0.715656891,-2.546966133,-2.612057663
mol577,4.06E+02,12.753938,1.470380952,0.830399027,-2.363705936,-1.857407421
mol578,3.03E+02,5.049710272,8.608136342,0.222054058,-2.251240896,0.021798641
mol579,3.26E+02,13.1052209,7.390512239,0.218087048,-2.783626297,-1.189178245
mol580,3.30E+02,11.51070563,3.295960515,0.228594368,-1.823748525,2.570063213
mol581,2.91E+02,13.02728261,9.619425134,0.985133269,-1.624826909,-1.03487026
